0.2 15615 12735 17090 10539 21886 15852 10875 10893 26582 9980 10186 10237 35846 7880 9882 10085 35701 10954 13479 15914 11219 35836 10930 15519 35652 11169 10550 16211
0.2 15603 12719 17087 10535 21856 15831 10873 10893 26597 9961 10187 10239 35834 7864 9867 10089 35732 10954 13486 15909 11225 35827 10921 15520 35647 11162 10551 16221
0.2 15613 12721 17119 10537 21871 15827 10875 10899 26598 9964 10186 10240 35834 7886 9879 10097 35723 10962 13492 15927 11222 35838 10930 15522 35650 11168 10551 16212
0.2 15630 12740 17106 10537 21874 15854 10878 10899 26598 9963 10189 10233 35845 7909 9874 10086 35729 10959 13512 15908 11217 35843 10924 15510 35638 11171 10555 16208
0.2 15610 12698 17107 10537 21861 15834 10871 10899 26584 9976 10191 10237 35834 7894 9880 10086 35715 10956 13491 15912 11220 35826 10921 15511 35643 11164 10550 16202
0.2 15603 12696 17129 10537 21857 15845 10877 10891 26597 9958 10179 10233 35841 7874 9857 10089 35702 10962 13475 15931 11213 35839 10921 15525 35648 11163 10554 16200
0.2 15609 12713 17109 10534 21873 15869 10871 10893 26558 9961 10188 10243 35835 7880 9866 10091 35715 10958 13502 15905 11218 35843 10918 15503 35650 11154 10542 16220
0.2 15617 12711 17104 10539 21886 15867 10873 10893 26580 9963 10184 10237 35824 7866 9871 10083 35729 10953 13493 15909 11209 35837 10926 15519 35629 11170 10548 16199
0.2 15585 12702 17103 10535 21884 15855 10875 10893 26614 9957 10187 10234 35830 7855 9872 10090 35702 10960 13490 15901 11219 35839 10919 15531 35643 11167 10550 16202
0.2 15597 12726 17115 10536 21889 15875 10870 10893 26594 9963 10188 10235 35848 7906 9876 10083 35711 10961 13505 15915 11227 35844 10931 15505 35651 11178 10555 16209
0.2 15594 12708 17106 10533 21885 15845 10872 10893 26591 9964 10190 10231 35867 7856 9868 10094 35713 10962 13482 15923 11218 35839 10922 15518 35661 11174 10557 16226
0.2 15588 12718 17128 10537 21874 15847 10873 10892 26593 9956 10195 10235 35852 7896 9853 10082 35710 10964 13481 15928 11218 35838 10926 15512 35657 11162 10555 16218
0.22 15607 12683 17094 10538 21884 15855 10876 10893 26591 9974 10187 10237 35840 7876 9883 10086 35717 10959 13487 15912 11228 35848 10930 15510 35641 11163 10545 16225
0.22 15588 12696 17124 10536 21868 15822 10876 10893 26609 9969 10187 10235 35840 7876 9860 10087 35729 10963 13508 15919 11206 35842 10922 15522 35646 11166 10545 16218
0.24 15613 12694 17115 10536 21883 15854 10874 10893 26603 9964 10193 10237 35859 7866 9860 10090 35737 10970 13480 15911 11222 35858 10926 15534 35640 11173 10543 16203
0.36 15615 12697 17130 10533 21853 15859 10878 10893 26597 9961 10193 10235 35858 7871 9889 10086 35717 10989 13501 15900 11226 35890 10943 15526 35650 11178 10548 16203
0.66 15604 12688 17086 10539 21877 15851 10873 10895 26608 9969 10190 10235 35840 7876 9880 10098 35716 11020 13516 15929 11237 35970 10956 15517 35643 11168 10554 16214
0.92 15594 12704 17091 10537 21852 15842 10877 10893 26606 9968 10193 10235 35850 7879 9877 10092 35717 11058 13523 15918 11245 36002 10957 15517 35648 11168 10548 16208
1.06 15590 12693 17107 10537 21878 15839 10876 10893 26579 9970 10189 10236 35853 7872 9868 10082 35719 11073 13542 15937 11244 36033 10956 15522 35640 11176 10547 16215
1.28 15590 12731 17105 10537 21859 15855 10873 10892 26577 9965 10189 10239 35847 7865 9872 10093 35752 11075 13543 15933 11242 36069 10961 15515 35651 11171 10557 16213
1.58 15602 12686 17094 10535 21863 15851 10869 10893 26619 9949 10185 10233 35827 7882 9882 10086 35706 11109 13549 15919 11246 36122 10973 15513 35650 11175 10552 16220
1.96 15615 12697 17133 10539 21871 15838 10866 10893 26583 9960 10185 10237 35857 7886 9872 10081 35748 11119 13558 15922 11250 36201 10985 15517 35657 11178 10556 16230
2.32 15623 12709 17111 10539 21876 15875 10871 10893 26610 9957 10199 10244 35826 7861 9878 10091 35753 11165 13558 15934 11247 36295 10982 15518 35655 11182 10552 16219
2.8 15613 12700 17111 10539 21869 15853 10879 10895 26574 9959 10191 10245 35847 7900 9885 10091 35744 11204 13580 15927 11254 36417 10989 15542 35658 11190 10564 16221
3.4 15592 12708 17088 10539 21859 15828 10870 10895 26611 9972 10187 10236 35850 7901 9883 10091 35714 11256 13563 15940 11253 36527 10985 15541 35657 11189 10559 16214
4.18 15611 12724 17127 10538 21888 15838 10867 10894 26587 9961 10187 10229 35846 7869 9873 10089 35712 11286 13581 15940 11261 36624 10988 15529 35654 11193 10563 16221
4.88 15626 12709 17128 10542 21870 15831 10872 10898 26601 9956 10190 10237 35849 7860 9883 10093 35748 11381 13590 15940 11267 36703 10994 15536 35659 11198 10560 16223
5.42 15597 12722 17126 10540 21894 15861 10874 10900 26597 9966 10189 10239 35837 7867 9866 10092 35734 11389 13586 15934 11271 36769 11005 15534 35653 11219 10567 16218
6.42 15622 12717 17139 10539 21873 15838 10872 10899 26581 9957 10196 10243 35854 7855 9871 10089 35720 11443 13594 15963 11255 36860 11018 15532 35668 11204 10559 16229
7.58 15609 12692 17132 10539 21865 15834 10875 10899 26614 9964 10187 10235 35852 7874 9873 10092 35757 11496 13621 15956 11272 36944 11015 15538 35659 11224 10564 16216
8.88 15588 12718 17119 10541 21872 15828 10869 10901 26599 9956 10185 10234 35862 7887 9891 10096 35752 11562 13611 15965 11264 37023 11029 15543 35660 11213 10569 16225
9.7 15593 12699 17119 10540 21881 15823 10867 10900 26608 9963 10187 10246 35834 7888 9884 10098 35743 11610 13625 15962 11250 37075 11034 15535 35662 11224 10575 16217
11.38 15614 12698 17082 10542 21897 15838 10872 10901 26593 9962 10191 10235 35836 7896 9875 10086 35725 11650 13625 15971 11267 37164 11054 15555 35665 11219 10582 16250
12.9 15630 12680 17119 10540 21892 15817 10870 10902 26584 9961 10194 10245 35833 7891 9877 10103 35759 11710 13658 15977 11265 37216 11071 15541 35659 11235 10586 16225
15.06 15613 12709 17096 10546 21851 15828 10864 10900 26628 9959 10191 10232 35850 7889 9871 10093 35741 11753 13655 15979 11253 37272 11074 15540 35667 11230 10589 16237
16.5 15603 12713 17116 10542 21899 15829 10871 10901 26629 9963 10183 10230 35849 7879 9887 10089 35754 11804 13682 15989 11251 37329 11079 15545 35677 11243 10594 16250
17.82 15621 12702 17116 10541 21897 15840 10871 10903 26613 9955 10182 10236 35853 7856 9876 10087 35734 11831 13685 15991 11265 37357 11104 15550 35672 11247 10591 16237
18.66 15603 12692 17126 10547 21915 15826 10871 10902 26619 9945 10189 10237 35850 7852 9875 10089 35740 11876 13679 15994 11255 37398 11109 15555 35666 11252 10600 16243
20.44 15627 12713 17111 10545 21893 15866 10868 10908 26621 9964 10187 10231 35843 7900 9890 10092 35750 11891 13694 15982 11249 37437 11142 15558 35671 11253 10605 16236
21.72 15612 12703 17105 10552 21893 15824 10870 10905 26603 9950 10185 10231 35847 7866 9880 10102 35751 11926 13693 15997 11242 37462 11149 15563 35671 11248 10616 16249
23.44 15651 12703 17128 10547 21906 15845 10869 10901 26604 9951 10186 10232 35854 7835 9890 10097 35766 11970 13727 15989 11250 37492 11182 15582 35676 11267 10609 16249
24.32 15634 12719 17144 10554 21904 15864 10865 10902 26634 9960 10191 10230 35854 7872 9871 10092 35769 11974 13715 16006 11232 37521 11189 15575 35676 11268 10619 16255
25.34 15622 12709 17108 10552 21895 15846 10867 10904 26607 9961 10187 10237 35857 7889 9881 10093 35732 11990 13727 16005 11222 37537 11204 15572 35678 11264 10625 16253
26.26 15638 12696 17121 10548 21885 15834 10865 10901 26607 9952 10185 10230 35842 7849 9880 10099 35753 12017 13729 16010 11212 37558 11230 15555 35671 11266 10618 16255
27.32 15603 12723 17129 10551 21881 15818 10864 10905 26619 9950 10187 10233 35851 7872 9878 10090 35750 12034 13746 16007 11215 37568 11229 15578 35678 11253 10623 16251
29.6 15594 12717 17093 10549 21870 15852 10864 10905 26614 9953 10189 10237 35855 7846 9873 10091 35750 12065 13744 16009 11238 37612 11261 15573 35671 11255 10634 16265
30.14 15621 12714 17106 10547 21902 15829 10868 10907 26616 9962 10181 10237 35868 7885 9863 10094 35756 12089 13750 16006 11242 37617 11260 15556 35669 11254 10628 16253
31.48 15599 12722 17121 10546 21868 15836 10860 10907 26623 9958 10182 10233 35869 7884 9867 10108 35761 12098 13761 16001 11238 37648 11271 15572 35681 11252 10633 16260
32.76 15615 12705 17119 10549 21890 15806 10865 10907 26606 9970 10181 10230 35856 7865 9877 10100 35762 12124 13752 16014 11247 37671 11307 15574 35677 11261 10646 16261
33.9 15622 12708 17125 10549 21906 15826 10863 10907 26619 9958 10185 10233 35857 7869 9867 10089 35765 12131 13775 16024 11254 37682 11302 15568 35677 11262 10644 16278
