0.32 15595 12758 17147 10542 21918 15897 10911 10916 26635 10008 10234 10251 35887 7928 9953 10164 35655 10995 13712 16002 11118 35704 10950 15553 35650 11148 10556 16220
0.32 15599 12738 17149 10539 21907 15868 10906 10915 26636 9990 10229 10261 35873 7987 9953 10161 35668 10991 13707 16015 11118 35697 10942 15545 35643 11151 10549 16233
0.32 15619 12728 17168 10541 21901 15882 10908 10914 26640 9985 10227 10249 35879 7882 9958 10155 35634 10991 13708 16011 11120 35702 10947 15544 35661 11158 10549 16220
0.32 15597 12753 17137 10545 21874 15897 10908 10913 26634 9991 10233 10251 35878 7919 9948 10156 35661 10989 13698 16008 11119 35698 10946 15551 35651 11156 10555 16221
0.32 15619 12726 17157 10541 21907 15886 10906 10915 26623 9991 10227 10244 35883 7937 9954 10153 35657 10990 13703 16015 11121 35703 10952 15535 35641 11153 10541 16230
0.32 15599 12731 17137 10542 21885 15889 10902 10913 26646 9989 10230 10249 35885 7915 9962 10153 35645 10989 13697 16014 11118 35699 10949 15552 35660 11143 10543 16226
0.32 15590 12759 17125 10540 21883 15865 10907 10913 26617 9994 10238 10251 35878 7907 9958 10155 35650 10990 13705 16014 11121 35685 10940 15551 35648 11153 10556 16202
0.32 15620 12754 17141 10541 21905 15891 10908 10910 26629 9993 10231 10253 35873 7917 9952 10173 35642 10993 13682 16010 11117 35695 10946 15552 35641 11161 10549 16219
0.32 15637 12733 17152 10539 21884 15884 10909 10910 26620 10004 10232 10255 35876 7909 9950 10159 35637 10996 13696 16011 11126 35674 10945 15538 35649 11161 10549 16220
0.32 15607 12751 17127 10540 21895 15894 10903 10914 26656 9989 10236 10259 35844 7916 9954 10155 35670 10988 13691 16011 11115 35693 10944 15537 35641 11143 10549 16225
0.3 15593 12736 17160 10544 21907 15900 10906 10914 26626 9984 10230 10243 35879 7914 9949 10172 35659 10988 13696 16016 11120 35692 10940 15530 35641 11154 10546 16218
0.32 15621 12754 17160 10545 21908 15899 10909 10915 26645 9991 10230 10250 35875 7929 9952 10152 35646 10994 13698 16020 11119 35695 10945 15537 35658 11166 10548 16216
0.32 15599 12752 17150 10543 21912 15888 10908 10915 26633 9987 10232 10246 35887 7939 9951 10156 35661 10995 13713 16019 11122 35687 10937 15539 35650 11145 10553 16219
0.3 15617 12753 17139 10546 21899 15888 10906 10915 26627 10007 10231 10245 35874 7915 9942 10158 35650 10993 13708 16011 11124 35687 10947 15541 35648 11156 10556 16218
0.32 15624 12759 17164 10541 21921 15885 10906 10915 26630 9996 10227 10248 35883 7909 9948 10155 35677 10987 13712 16003 11115 35695 10955 15540 35650 11158 10555 16226
0.32 15617 12714 17155 10541 21908 15897 10903 10915 26590 9993 10236 10254 35868 7952 9949 10158 35654 10991 13690 16007 11112 35689 10945 15543 35649 11159 10549 16213
0.36 15603 12752 17173 10542 21895 15878 10902 10915 26671 10015 10229 10248 35878 7885 9947 10161 35659 10987 13704 16019 11120 35684 10944 15549 35643 11162 10555 16206
0.46 15615 12739 17159 10542 21922 15890 10902 10915 26625 9989 10228 10244 35884 7910 9958 10157 35649 10990 13722 16055 11118 35689 10944 15534 35651 11155 10541 16226
0.52 15616 12730 17152 10543 21927 15893 10901 10915 26615 9986 10238 10252 35897 7904 9955 10168 35673 10993 13728 16050 11116 35690 10951 15537 35654 11165 10543 16228
0.6 15594 12742 17153 10545 21907 15872 10907 10914 26618 9989 10232 10250 35891 7926 9972 10161 35654 10997 13737 16069 11114 35679 10945 15546 35643 11153 10547 16231
0.74 15627 12741 17155 10539 21911 15879 10905 10913 26634 9998 10231 10255 35866 7964 9963 10177 35652 10993 13747 16082 11124 35675 10951 15539 35644 11155 10547 16239
1.0 15610 12741 17135 10547 21896 15905 10907 10913 26624 9992 10231 10245 35853 7943 9955 10177 35669 10991 13780 16101 11120 35683 10943 15541 35646 11160 10541 16222
1.2 15616 12750 17135 10549 21910 15854 10902 10914 26616 9985 10233 10243 35886 7907 9963 10190 35664 10994 13801 16147 11111 35687 10947 15548 35654 11154 10545 16217
1.4 15635 12761 17134 10543 21891 15870 10900 10915 26627 9991 10227 10247 35872 7897 9988 10181 35660 10992 13821 16167 11109 35675 10955 15549 35647 11151 10555 16220
1.66 15631 12722 17168 10542 21905 15884 10907 10914 26634 9988 10232 10252 35843 7946 9975 10196 35656 11002 13851 16205 11114 35684 10962 15545 35645 11153 10542 16228
1.9 15638 12751 17184 10541 21915 15893 10906 10915 26631 9989 10233 10248 35875 7930 9985 10201 35644 11005 13885 16236 11121 35680 10957 15554 35665 11157 10541 16219
2.1 15609 12754 17161 10542 21911 15890 10906 10916 26624 9999 10230 10244 35865 7924 9971 10214 35628 10999 13924 16260 11112 35680 10950 15549 35659 11154 10542 16215
2.32 15592 12743 17148 10547 21915 15890 10906 10913 26637 9990 10239 10247 35893 7922 9981 10210 35651 10998 13970 16283 11109 35682 10950 15547 35642 11159 10546 16231
2.64 15609 12758 17147 10544 21896 15860 10900 10915 26634 9985 10232 10249 35871 7917 9992 10224 35647 11002 14039 16334 11111 35668 10963 15566 35653 11165 10543 16227
3.06 15632 12756 17126 10546 21877 15867 10902 10917 26628 10003 10234 10247 35889 7958 9993 10220 35657 11014 14106 16403 11103 35669 10965 15555 35651 11153 10551 16221
3.44 15615 12749 17138 10544 21892 15867 10897 10915 26605 9990 10226 10248 35875 7903 9995 10226 35655 11002 14172 16449 11107 35668 10952 15565 35644 11153 10538 16209
3.82 15616 12769 17144 10548 21913 15877 10901 10916 26634 9989 10231 10248 35882 7908 9993 10234 35664 11009 14223 16504 11111 35657 10956 15559 35657 11157 10541 16206
4.48 15633 12737 17167 10546 21893 15870 10903 10916 26629 9994 10220 10256 35861 7877 10007 10243 35637 11022 14310 16576 11103 35660 10957 15564 35651 11153 10542 16219
4.72 15608 12724 17153 10545 21900 15860 10903 10917 26646 9976 10226 10254 35853 7944 10014 10253 35664 11024 14347 16608 11111 35658 10950 15578 35659 11167 10539 16222
4.76 15599 12756 17151 10546 21908 15879 10897 10919 26633 9977 10234 10250 35856 7939 10030 10254 35630 11019 14331 16607 11105 35657 10962 15570 35643 11154 10533 16218
4.98 15624 12742 17143 10544 21891 15872 10900 10915 26612 9982 10225 10245 35874 7942 10018 10254 35662 11010 14374 16637 11107 35662 10956 15583 35654 11163 10547 16220
5.36 15623 12714 17145 10559 21870 15870 10900 10916 26633 9971 10225 10251 35863 7946 10018 10257 35662 11014 14383 16677 11098 35660 10958 15588 35654 11154 10535 16213
5.78 15608 12734 17133 10547 21914 15867 10899 10919 26612 9985 10234 10256 35866 7939 10031 10261 35643 11011 14438 16707 11098 35654 10953 15557 35658 11165 10543 16224
5.9 15609 12727 17170 10547 21909 15856 10897 10919 26603 9982 10227 10250 35874 7958 10021 10275 35672 11013 14458 16722 11101 35663 10956 15571 35661 11152 10540 16228
6.46 15627 12750 17125 10547 21893 15854 10898 10918 26631 9981 10223 10248 35880 7932 10025 10277 35662 11012 14473 16761 11103 35649 10954 15581 35655 11148 10546 16203
7.32 15626 12758 17112 10547 21904 15868 10899 10918 26605 9980 10224 10248 35886 7883 10042 10284 35662 11029 14531 16804 11111 35654 10951 15578 35640 11154 10541 16203
8.34 15604 12745 17165 10546 21894 15885 10899 10916 26608 9968 10223 10247 35876 7898 10044 10292 35665 11034 14592 16852 11103 35649 10947 15586 35644 11146 10539 16218
8.74 15613 12741 17113 10547 21891 15862 10890 10917 26621 9982 10224 10245 35856 7911 10055 10296 35663 11024 14612 16869 11097 35644 10956 15572 35647 11146 10541 16205
9.24 15602 12722 17124 10545 21894 15864 10895 10916 26605 9979 10228 10248 35860 7937 10066 10300 35643 11027 14615 16906 11104 35636 10957 15562 35651 11153 10529 16209
10.52 15615 12729 17126 10548 21887 15849 10895 10917 26599 9971 10223 10247 35850 7920 10058 10307 35661 11042 14680 16939 11108 35645 10953 15580 35647 11159 10530 16205
11.88 15610 12754 17135 10547 21897 15863 10895 10917 26623 9977 10225 10242 35864 7884 10076 10320 35648 11043 14727 16993 11103 35637 10952 15574 35651 11153 10535 16223
13.44 15637 12743 17138 10543 21902 15853 10892 10916 26593 9970 10216 10242 35874 7907 10082 10337 35658 11056 14778 17037 11095 35631 10956 15564 35641 11152 10535 16215
14.96 15632 12733 17127 10548 21896 15870 10886 10917 26615 9965 10216 10241 35876 7894 10093 10349 35639 11061 14838 17074 11104 35624 10947 15570 35650 11157 10539 16197
15.06 15592 12729 17121 10547 21908 15883 10894 10917 26628 9970 10218 10238 35857 7903 10100 10346 35660 11062 14853 17069 11094 35621 10945 15585 35646 11147 10524 16186
17.02 15617 12701 17116 10547 21904 15839 10894 10921 26626 9971 10222 10239 35856 7885 10109 10359 35669 11083 14897 17121 11098 35616 10949 15582 35645 11149 10526 16204
19.46 15614 12730 17141 10549 21913 15844 10886 10919 26604 9975 10216 10240 35867 7933 10123 10383 35649 11080 14979 17176 11095 35604 10957 15570 35647 11139 10524 16200
20.44 15595 12719 17158 10548 21905 15860 10885 10919 26599 9973 10220 10235 35850 7937 10137 10394 35642 11082 14984 17187 11089 35621 10948 15582 35637 11140 10527 16191
21.24 15627 12717 17120 10548 21890 15871 10883 10919 26591 9972 10217 10237 35864 7918 10155 10403 35665 11085 14994 17215 11098 35603 10955 15580 35644 11151 10522 16191
22.98 15590 12733 17109 10551 21914 15850 10882 10919 26615 9968 10215 10243 35858 7921 10165 10413 35657 11091 15038 17249 11091 35606 10953 15586 35647 11145 10525 16190
26.1 15625 12750 17125 10549 21922 15874 10885 10921 26619 9975 10217 10237 35869 7881 10185 10431 35655 11104 15112 17292 11083 35601 10960 15589 35653 11143 10518 16191
28.54 15617 12714 17147 10547 21916 15867 10885 10923 26604 9974 10219 10239 35858 7920 10204 10437 35685 11104 15152 17325 11091 35586 10959 15600 35649 11150 10517 16199
30.22 15617 12721 17116 10547 21898 15849 10882 10921 26627 9969 10223 10235 35875 7927 10215 10459 35634 11112 15172 17348 11081 35587 10961 15589 35647 11139 10522 16196
32.26 15593 12703 17102 10550 21874 15822 10885 10923 26623 9989 10214 10236 35861 7928 10215 10447 35667 11116 15193 17385 11086 35579 10963 15585 35649 11132 10511 16181
33.7 15614 12723 17129 10547 21888 15865 10885 10923 26623 9975 10223 10240 35866 7933 10222 10453 35667 11121 15231 17377 11079 35577 10973 15585 35644 11141 10522 16187
35.4 15624 12718 17148 10548 21924 15845 10884 10923 26615 9983 10224 10242 35878 7905 10235 10467 35649 11123 15251 17405 11080 35585 10984 15596 35656 11130 10515 16182
37.22 15625 12707 17123 10549 21926 15851 10885 10923 26597 9975 10222 10238 35879 7935 10247 10475 35668 11123 15268 17425 11071 35580 10984 15599 35647 11126 10516 16195
38.4 15618 12721 17138 10549 21913 15843 10893 10923 26625 9995 10223 10239 35870 7935 10254 10473 35665 11143 15299 17442 11067 35573 10991 15605 35647 11125 10502 16185
38.94 15623 12716 17122 10549 21918 15861 10891 10924 26598 9983 10225 10239 35865 7924 10263 10477 35656 11139 15330 17435 11066 35562 10983 15600 35637 11130 10511 16187
39.16 15618 12746 17145 10547 21916 15861 10890 10923 26606 9987 10231 10245 35874 7916 10263 10469 35666 11143 15316 17446 11079 35564 10983 15611 35644 11132 10518 16182
40.68 15606 12716 17083 10551 21895 15862 10887 10923 26644 9981 10236 10248 35882 7923 10267 10476 35646 11143 15345 17469 11069 35578 10990 15618 35658 11144 10513 16181
42.02 15608 12743 17140 10548 21898 15834 10885 10923 26617 9982 10236 10242 35869 7970 10275 10483 35635 11145 15372 17469 11071 35571 10996 15626 35658 11129 10523 16190
42.94 15597 12728 17116 10548 21889 15839 10891 10923 26619 9991 10234 10241 35872 7954 10283 10489 35628 11157 15372 17485 11065 35566 11010 15613 35651 11123 10513 16185
43.96 15608 12721 17148 10550 21906 15850 10894 10925 26592 9982 10236 10245 35878 7904 10290 10496 35663 11174 15382 17491 11062 35553 11007 15644 35644 11136 10508 16185
44.6 15616 12715 17154 10549 21908 15867 10891 10924 26602 9978 10231 10243 35859 7941 10289 10497 35661 11161 15392 17500 11071 35555 11009 15634 35645 11136 10511 16195
46.36 15610 12720 17120 10553 21898 15864 10889 10924 26610 9994 10236 10243 35873 7919 10297 10502 35655 11165 15429 17505 11059 35563 11022 15647 35652 11137 10516 16183
48.52 15616 12715 17109 10552 21891 15871 10885 10923 26617 9982 10237 10243 35876 7956 10315 10513 35651 11163 15455 17541 11060 35555 11033 15659 35638 11132 10508 16166
48.62 15603 12714 17137 10549 21918 15861 10891 10925 26607 9981 10235 10245 35870 7957 10317 10513 35640 11164 15459 17513 11051 35562 11034 15672 35648 11129 10515 16195
49.8 15615 12715 17100 10551 21945 15847 10891 10925 26620 9977 10237 10248 35880 7970 10319 10516 35668 11168 15456 17545 11059 35547 11057 15660 35656 11119 10503 16199
49.96 15614 12708 17132 10549 21921 15841 10890 10923 26629 9993 10239 10248 35874 7940 10328 10521 35641 11175 15467 17554 11053 35559 11060 15662 35652 11124 10511 16181
50.88 15602 12743 17105 10549 21896 15852 10890 10925 26591 9983 10246 10244 35883 7963 10327 10523 35643 11179 15486 17571 11055 35560 11051 15664 35643 11121 10507 16171
