0.22 15638 12814 17208 10576 21973 16154 11068 10951 26670 10192 10379 10251 35830 7914 9902 10089 35600 10815 13453 15889 11145 35586 10870 15520 35693 11157 10541 16275
0.22 15634 12822 17213 10578 21942 16135 11070 10949 26668 10198 10386 10251 35808 7931 9896 10084 35616 10818 13468 15881 11139 35581 10869 15531 35686 11171 10539 16282
0.22 15669 12820 17224 10573 21950 16138 11071 10949 26692 10192 10380 10254 35809 7916 9900 10104 35622 10814 13466 15871 11146 35589 10875 15543 35686 11171 10546 16278
0.22 15628 12823 17209 10574 21946 16121 11071 10953 26691 10197 10387 10257 35821 7939 9907 10090 35614 10813 13451 15889 11135 35581 10874 15550 35695 11168 10545 16263
0.22 15645 12820 17199 10579 21928 16138 11068 10950 26663 10193 10386 10251 35786 7895 9910 10085 35641 10818 13446 15886 11148 35582 10868 15533 35683 11163 10540 16270
0.22 15632 12801 17198 10573 21944 16139 11069 10949 26674 10198 10382 10254 35823 7901 9900 10084 35611 10812 13449 15885 11144 35572 10873 15532 35683 11155 10535 16284
0.22 15629 12806 17190 10573 21958 16138 11077 10949 26681 10197 10387 10249 35825 7935 9902 10092 35605 10813 13467 15895 11142 35587 10869 15537 35675 11165 10537 16274
0.22 15640 12834 17213 10573 21960 16149 11070 10949 26698 10204 10388 10252 35819 7960 9898 10090 35614 10813 13458 15898 11148 35584 10876 15521 35693 11173 10549 16274
0.22 15641 12818 17211 10576 21943 16132 11074 10949 26678 10194 10385 10251 35805 7932 9900 10092 35611 10816 13458 15898 11139 35570 10875 15536 35685 11172 10537 16271
0.22 15627 12808 17229 10574 21977 16118 11073 10949 26679 10190 10387 10250 35801 7905 9903 10088 35624 10812 13460 15899 11141 35583 10867 15537 35679 11165 10537 16268
0.22 15617 12819 17205 10573 21960 16139 11070 10947 26664 10202 10385 10249 35805 7925 9899 10093 35629 10813 13464 15889 11148 35583 10871 15538 35683 11164 10543 16289
0.22 15612 12800 17212 10573 21953 16140 11076 10949 26681 10196 10388 10256 35801 7910 9923 10093 35592 10815 13456 15891 11144 35581 10871 15534 35685 11169 10538 16277
0.22 15628 12811 17183 10575 21949 16141 11069 10949 26684 10195 10387 10252 35798 7948 9901 10087 35636 10816 13453 15908 11153 35582 10872 15531 35695 11170 10548 16278
0.22 15660 12823 17225 10577 21963 16147 11073 10950 26693 10199 10388 10254 35826 7950 9915 10091 35631 10817 13471 15896 11137 35577 10878 15544 35690 11167 10544 16277
0.22 15644 12818 17212 10577 21950 16134 11082 10950 26707 10199 10388 10254 35832 7932 9909 10092 35627 10816 13460 15894 11151 35581 10874 15521 35683 11161 10543 16246
0.24 15627 12803 17192 10571 21943 16132 11075 10948 26698 10192 10395 10248 35813 7941 9907 10087 35617 10816 13452 15887 11140 35581 10869 15540 35679 11163 10542 16268
0.24 15637 12822 17213 10578 21964 16140 11093 10949 26692 10204 10404 10254 35806 7934 9901 10094 35629 10816 13461 15891 11141 35589 10873 15533 35694 11170 10540 16276
0.28 15633 12831 17179 10579 21936 16134 11103 10951 26665 10202 10427 10257 35811 7931 9904 10095 35632 10812 13479 15906 11146 35584 10873 15524 35684 11158 10541 16278
0.38 15661 12821 17217 10577 21964 16151 11158 10956 26699 10213 10495 10261 35813 7917 9910 10103 35630 10817 13461 15894 11138 35582 10882 15523 35677 11164 10549 16271
0.46 15638 12818 17207 10575 21964 16160 11200 10957 26694 10219 10537 10271 35818 7929 9917 10099 35632 10812 13461 15891 11145 35583 10878 15520 35685 11166 10546 16270
0.6 15625 12800 17235 10579 21957 16156 11239 10959 26675 10230 10583 10273 35831 7908 9919 10095 35618 10816 13459 15894 11159 35574 10868 15528 35677 11158 10543 16249
0.72 15633 12810 17212 10574 21935 16158 11259 10957 26671 10228 10614 10274 35811 7889 9925 10093 35610 10807 13448 15900 11153 35579 10866 15530 35685 11163 10535 16274
0.84 15651 12835 17202 10576 21991 16179 11300 10963 26670 10245 10652 10272 35828 7910 9934 10102 35621 10817 13469 15903 11140 35579 10873 15524 35685 11159 10536 16277
